Exercise_plan_01,Deep breathing,should be done 10 times for Morning afternoon and night,"While standing or sitting, draw elbows back slightly to allow your chest to expand.Take a deep inhalation through the nose.Retain your breath for a count of 5.Slowly release your breath by exhaling through the nose",https://static01.nyt.com/images/2017/04/11/science/physed-breathing/physed-breathing-superJumbo.jpg
Exercise_plan_01,Diaphragmatic breathing,should be done 10 times for Morning afternoon and night,"Lie on your back on a flat surface (or in bed) with your knees bent.Place one hand on your upper chest and the other on your belly, just below your rib cage.Breathe in slowly through your nose, letting the air in deeply, towards your lower belly",https://www.yogabasics.com/yogabasics2017/wp-content/uploads/2021/08/Diaphragmatic-Breathing-in-Yoga.jpeg
Exercise_plan_01,Pursed lip breathing,should be done 10 times for Morning afternoon and night,Simple technique which consists of inhaling through the nose and exhaling through the mouth with pursued lips,https://medlineplus.gov/ency/images/ency/fullsize/22872.jpg
Exercise_plan_01,Pull foot up and then point foot down,should be done 10 times for Morning afternoon and night,"Pull foot up and then point foot down as far as possible, keeping legs straight.",https://cdn.flintrehab.com/uploads/2018/12/foot-drop-exercises-for-walking.jpg
Exercise_plan_02,Deep breathing,should be done 10 times for Morning afternoon and night,"While standing or sitting, draw elbows back slightly to allow your chest to expand.Take a deep inhalation through the nose.Retain your breath for a count of 5.Slowly release your breath by exhaling through the nose",https://static01.nyt.com/images/2017/04/11/science/physed-breathing/physed-breathing-superJumbo.jpg
Exercise_plan_02,Diaphragmatic breathing,should be done 10 times for Morning afternoon and night,"Lie on your back on a flat surface (or in bed) with your knees bent.Place one hand on your upper chest and the other on your belly, just below your rib cage.Breathe in slowly through your nose, letting the air in deeply, towards your lower belly",https://www.yogabasics.com/yogabasics2017/wp-content/uploads/2021/08/Diaphragmatic-Breathing-in-Yoga.jpeg
Exercise_plan_02,Pursed lip breathing,should be done 10 times for Morning afternoon and night,Simple technique which consists of inhaling through the nose and exhaling through the mouth with pursued lips,https://medlineplus.gov/ency/images/ency/fullsize/22872.jpg
Exercise_plan_02,Pull foot up and then point foot down,should be done 10 times for Morning afternoon and night,"Pull foot up and then point foot down as far as possible, keeping legs straight.",https://cdn.flintrehab.com/uploads/2018/12/foot-drop-exercises-for-walking.jpg
Exercise_plan_03,Deep breathing,should be done 10 times for Morning afternoon and night,"While standing or sitting, draw elbows back slightly to allow your chest to expand.Take a deep inhalation through the nose.Retain your breath for a count of 5.Slowly release your breath by exhaling through the nose",https://static01.nyt.com/images/2017/04/11/science/physed-breathing/physed-breathing-superJumbo.jpg
Exercise_plan_03,Diaphragmatic breathing,should be done 10 times for Morning afternoon and night,,https://www.yogabasics.com/yogabasics2017/wp-content/uploads/2021/08/Diaphragmatic-Breathing-in-Yoga.jpeg
Exercise_plan_03,Pursed lip breathing,should be done 10 times for Morning afternoon and night,Simple technique which consists of inhaling through the nose and exhaling through the mouth with pursued lips,https://medlineplus.gov/ency/images/ency/fullsize/22872.jpg
Exercise_plan_03,Pull foot up and then point foot down,should be done 10 times for Morning afternoon and night,"Pull foot up and then point foot down as far as possible, keeping legs straight.",https://cdn.flintrehab.com/uploads/2018/12/foot-drop-exercises-for-walking.jpg
Exercise_plan_04,Deep breathing,should be done 10 times for Morning afternoon and night,"While standing or sitting, draw elbows back slightly to allow your chest to expand.Take a deep inhalation through the nose.Retain your breath for a count of 5.Slowly release your breath by exhaling through the nose",https://static01.nyt.com/images/2017/04/11/science/physed-breathing/physed-breathing-superJumbo.jpg
Exercise_plan_04,Diaphragmatic breathing,should be done 10 times for Morning afternoon and night,"Lie on your back on a flat surface (or in bed) with your knees bent.Place one hand on your upper chest and the other on your belly, just below your rib cage.Breathe in slowly through your nose, letting the air in deeply, towards your lower belly",https://www.yogabasics.com/yogabasics2017/wp-content/uploads/2021/08/Diaphragmatic-Breathing-in-Yoga.jpeg
Exercise_plan_04,Pursed lip breathing,should be done 10 times for Morning afternoon and night,Simple technique which consists of inhaling through the nose and exhaling through the mouth with pursued lips,https://medlineplus.gov/ency/images/ency/fullsize/22872.jpg
Exercise_plan_04,Pull foot up and then point foot down,should be done 10 times for Morning afternoon and night,"Pull foot up and then point foot down as far as possible, keeping legs straight.",https://cdn.flintrehab.com/uploads/2018/12/foot-drop-exercises-for-walking.jpg
Exercise_plan_05,Deep breathing,should be done 10 times for Morning afternoon and night,"While standing or sitting, draw elbows back slightly to allow your chest to expand.Take a deep inhalation through the nose.Retain your breath for a count of 5.Slowly release your breath by exhaling through the nose",https://static01.nyt.com/images/2017/04/11/science/physed-breathing/physed-breathing-superJumbo.jpg
Exercise_plan_05,Diaphragmatic breathing,should be done 10 times for Morning afternoon and night,"Lie on your back on a flat surface (or in bed) with your knees bent.Place one hand on your upper chest and the other on your belly, just below your rib cage.Breathe in slowly through your nose, letting the air in deeply, towards your lower belly",https://www.yogabasics.com/yogabasics2017/wp-content/uploads/2021/08/Diaphragmatic-Breathing-in-Yoga.jpeg
Exercise_plan_05,Pursed lip breathing,should be done 10 times for Morning afternoon and night,Simple technique which consists of inhaling through the nose and exhaling through the mouth with pursued lips,https://medlineplus.gov/ency/images/ency/fullsize/22872.jpg
Exercise_plan_05,Pull foot up and then point foot down,should be done 10 times for Morning afternoon and night,"Pull foot up and then point foot down as far as possible, keeping legs straight.",https://cdn.flintrehab.com/uploads/2018/12/foot-drop-exercises-for-walking.jpg
Exercise_plan_06,Deep breathing,should be done 10 times for Morning afternoon and night,"While standing or sitting, draw elbows back slightly to allow your chest to expand.Take a deep inhalation through the nose.Retain your breath for a count of 5.Slowly release your breath by exhaling through the nose",https://static01.nyt.com/images/2017/04/11/science/physed-breathing/physed-breathing-superJumbo.jpg
Exercise_plan_06,Diaphragmatic breathing,should be done 10 times for Morning afternoon and night,"Lie on your back on a flat surface (or in bed) with your knees bent.Place one hand on your upper chest and the other on your belly, just below your rib cage.Breathe in slowly through your nose, letting the air in deeply, towards your lower belly",https://www.yogabasics.com/yogabasics2017/wp-content/uploads/2021/08/Diaphragmatic-Breathing-in-Yoga.jpeg
Exercise_plan_06,Pursed lip breathing,should be done 10 times for Morning afternoon and night,Simple technique which consists of inhaling through the nose and exhaling through the mouth with pursued lips,https://medlineplus.gov/ency/images/ency/fullsize/22872.jpg
Exercise_plan_06,Pull foot up and then point foot down,should be done 10 times for Morning afternoon and night,"Pull foot up and then point foot down as far as possible, keeping legs straight.",https://cdn.flintrehab.com/uploads/2018/12/foot-drop-exercises-for-walking.jpg
Exercise_plan_07,Deep breathing,should be done 10 times for Morning afternoon and night,"While standing or sitting, draw elbows back slightly to allow your chest to expand.Take a deep inhalation through the nose.Retain your breath for a count of 5.Slowly release your breath by exhaling through the nose",https://static01.nyt.com/images/2017/04/11/science/physed-breathing/physed-breathing-superJumbo.jpg
Exercise_plan_07,Diaphragmatic breathing,should be done 10 times for Morning afternoon and night,"Lie on your back on a flat surface (or in bed) with your knees bent.Place one hand on your upper chest and the other on your belly, just below your rib cage.Breathe in slowly through your nose, letting the air in deeply, towards your lower belly",https://www.yogabasics.com/yogabasics2017/wp-content/uploads/2021/08/Diaphragmatic-Breathing-in-Yoga.jpeg
Exercise_plan_07,Pursed lip breathing,should be done 10 times for Morning afternoon and night,Simple technique which consists of inhaling through the nose and exhaling through the mouth with pursued lips,https://medlineplus.gov/ency/images/ency/fullsize/22872.jpg
Exercise_plan_07,Pull foot up and then point foot down,should be done 10 times for Morning afternoon and night,"Pull foot up and then point foot down as far as possible, keeping legs straight.",https://cdn.flintrehab.com/uploads/2018/12/foot-drop-exercises-for-walking.jpg
Exercise_plan_08,Deep breathing,should be done 10 times for Morning afternoon and night,"While standing or sitting, draw elbows back slightly to allow your chest to expand.Take a deep inhalation through the nose.Retain your breath for a count of 5.Slowly release your breath by exhaling through the nose",https://static01.nyt.com/images/2017/04/11/science/physed-breathing/physed-breathing-superJumbo.jpg
Exercise_plan_08,Diaphragmatic breathing,should be done 10 times for Morning afternoon and night,"Lie on your back on a flat surface (or in bed) with your knees bent.Place one hand on your upper chest and the other on your belly, just below your rib cage.Breathe in slowly through your nose, letting the air in deeply, towards your lower belly",https://www.yogabasics.com/yogabasics2017/wp-content/uploads/2021/08/Diaphragmatic-Breathing-in-Yoga.jpeg
Exercise_plan_08,Pursed lip breathing,should be done 10 times for Morning afternoon and night,Simple technique which consists of inhaling through the nose and exhaling through the mouth with pursued lips,https://medlineplus.gov/ency/images/ency/fullsize/22872.jpg
Exercise_plan_08,Pull foot up and then point foot down,should be done 10 times for Morning afternoon and night,"Pull foot up and then point foot down as far as possible, keeping legs straight.",https://cdn.flintrehab.com/uploads/2018/12/foot-drop-exercises-for-walking.jpg
Exercise_plan_09,Deep breathing,should be done 10 times for Morning afternoon and night,"While standing or sitting, draw elbows back slightly to allow your chest to expand.Take a deep inhalation through the nose.Retain your breath for a count of 5.Slowly release your breath by exhaling through the nose",https://static01.nyt.com/images/2017/04/11/science/physed-breathing/physed-breathing-superJumbo.jpg
Exercise_plan_09,Diaphragmatic breathing,should be done 10 times for Morning afternoon and night,"Lie on your back on a flat surface (or in bed) with your knees bent.Place one hand on your upper chest and the other on your belly, just below your rib cage.Breathe in slowly through your nose, letting the air in deeply, towards your lower belly",https://www.yogabasics.com/yogabasics2017/wp-content/uploads/2021/08/Diaphragmatic-Breathing-in-Yoga.jpeg
Exercise_plan_09,Pursed lip breathing,should be done 10 times for Morning afternoon and night,Simple technique which consists of inhaling through the nose and exhaling through the mouth with pursued lips,https://medlineplus.gov/ency/images/ency/fullsize/22872.jpg
Exercise_plan_09,Pull foot up and then point foot down,should be done 10 times for Morning afternoon and night,"Pull foot up and then point foot down as far as possible, keeping legs straight.",https://cdn.flintrehab.com/uploads/2018/12/foot-drop-exercises-for-walking.jpg
Exercise_plan_10,Deep breathing,should be done 10 times for Morning afternoon and night,"While standing or sitting, draw elbows back slightly to allow your chest to expand.Take a deep inhalation through the nose.Retain your breath for a count of 5.Slowly release your breath by exhaling through the nose",https://static01.nyt.com/images/2017/04/11/science/physed-breathing/physed-breathing-superJumbo.jpg
Exercise_plan_10,Diaphragmatic breathing,should be done 10 times for Morning afternoon and night,"Lie on your back on a flat surface (or in bed) with your knees bent.Place one hand on your upper chest and the other on your belly, just below your rib cage.Breathe in slowly through your nose, letting the air in deeply, towards your lower belly",https://www.yogabasics.com/yogabasics2017/wp-content/uploads/2021/08/Diaphragmatic-Breathing-in-Yoga.jpeg
Exercise_plan_10,Pursed lip breathing,should be done 10 times for Morning afternoon and night,Simple technique which consists of inhaling through the nose and exhaling through the mouth with pursued lips,https://medlineplus.gov/ency/images/ency/fullsize/22872.jpg
Exercise_plan_10,Pull foot up and then point foot down,should be done 10 times for Morning afternoon and night,"Pull foot up and then point foot down as far as possible, keeping legs straight.",https://cdn.flintrehab.com/uploads/2018/12/foot-drop-exercises-for-walking.jpg
Exercise_plan_11,Deep breathing,should be done 10 times for Morning afternoon and night,"While standing or sitting, draw elbows back slightly to allow your chest to expand.Take a deep inhalation through the nose.Retain your breath for a count of 5.Slowly release your breath by exhaling through the nose",https://static01.nyt.com/images/2017/04/11/science/physed-breathing/physed-breathing-superJumbo.jpg
Exercise_plan_11,Diaphragmatic breathing,should be done 10 times for Morning afternoon and night,"Lie on your back on a flat surface (or in bed) with your knees bent.Place one hand on your upper chest and the other on your belly, just below your rib cage.Breathe in slowly through your nose, letting the air in deeply, towards your lower belly",https://www.yogabasics.com/yogabasics2017/wp-content/uploads/2021/08/Diaphragmatic-Breathing-in-Yoga.jpeg
Exercise_plan_11,Pursed lip breathing,should be done 10 times for Morning afternoon and night,Simple technique which consists of inhaling through the nose and exhaling through the mouth with pursued lips,https://medlineplus.gov/ency/images/ency/fullsize/22872.jpg
Exercise_plan_11,Pull foot up and then point foot down,should be done 10 times for Morning afternoon and night,"Pull foot up and then point foot down as far as possible, keeping legs straight.",https://cdn.flintrehab.com/uploads/2018/12/foot-drop-exercises-for-walking.jpg
Exercise_plan_12,Deep breathing,should be done 10 times for Morning afternoon and night,"While standing or sitting, draw elbows back slightly to allow your chest to expand.Take a deep inhalation through the nose.Retain your breath for a count of 5.Slowly release your breath by exhaling through the nose",https://static01.nyt.com/images/2017/04/11/science/physed-breathing/physed-breathing-superJumbo.jpg
Exercise_plan_12,Diaphragmatic breathing,should be done 10 times for Morning afternoon and night,"Lie on your back on a flat surface (or in bed) with your knees bent.Place one hand on your upper chest and the other on your belly, just below your rib cage.Breathe in slowly through your nose, letting the air in deeply, towards your lower belly",https://www.yogabasics.com/yogabasics2017/wp-content/uploads/2021/08/Diaphragmatic-Breathing-in-Yoga.jpeg
Exercise_plan_12,Pursed lip breathing,should be done 10 times for Morning afternoon and night,Simple technique which consists of inhaling through the nose and exhaling through the mouth with pursued lips,https://medlineplus.gov/ency/images/ency/fullsize/22872.jpg
Exercise_plan_12,Pull foot up and then point foot down,should be done 10 times for Morning afternoon and night,"Pull foot up and then point foot down as far as possible, keeping legs straight.",https://cdn.flintrehab.com/uploads/2018/12/foot-drop-exercises-for-walking.jpg
Exercise_plan_13,elbow bending,"need do 30 times for morning ,afternoon, evening",Use maximum weight 3kg. As above elbow bending.,https://api.kramesstaywell.com/Content/1c7db5ae-353d-4ad2-a8cb-a8b600d8f840/ucr-images-v1/Images/man-with-amputated-leg-in-wheelchair-exercising-with-hand-weight-273069
